"PropertyID","SALE TYPE","PROPERTY TYPE","CITY","STATE OR PROVINCE","ZIP OR POSTAL CODE","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","$/SQUARE FEET","SOURCE","INTERESTED","LATITUDE","LONGITUDE"
1239,"MLS Listing","Condo/Co-op","SAN FRANCISCO","CA",94110,1149000,2,1,"SAN FRANCISCO",1100,1228819.79,1924,1045,"MLSListings","Y",37.7602295,-122.4223706
1240,"MLS Listing","Single Family Residential","Walnut Creek","CA",94597,889000,3,1.5,"Walnut Creek",952,13300,1959,934,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9008039,-122.077464
1241,"MLS Listing","Condo/Co-op","Richmond","CA",94804,589000,2,2,"Marina Bay",1007,2124,1992,585,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9122682,-122.3381647
1242,"MLS Listing","Mobile/Manufactured Home","SAN JOSE","CA",95125,260000,2,2,"SAN JOSE",1440,1228819.79,1979,181,"MLSListings","Y",37.2899128,-121.8729312
1243,"MLS Listing","Single Family Residential","Oakland","CA",94601,510000,2,2,"E Oakland",953,1700,1906,535,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7851797,-122.2327168
1244,"MLS Listing","Single Family Residential","Benicia","CA",94510,750000,4,2.5,"Benicia 1",1964,8276,1990,382,"BAREIS","Y",38.0839391,-122.1602135
1245,"MLS Listing","Single Family Residential","El Cerrito","CA",94530,849000,2,1,"El Cerrito",994,4000,1939,854,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9021987,-122.290797
1246,"MLS Listing","Single Family Residential","Novato","CA",94949,1175000,3,2,"Novato",1935,11461,1963,607,"BAREIS","Y",38.0838708,-122.525385
1247,"MLS Listing","Single Family Residential","REDWOOD CITY","CA",94061,1295000,3,1,"REDWOOD CITY",1020,5000,1957,1270,"MLSListings","Y",37.4730916,-122.2212255
1248,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95116,499000,2,1.5,"SAN JOSE",989,1228819.79,1973,505,"MLSListings","Y",37.359152,-121.84725
1249,"MLS Listing","Single Family Residential","Walnut Creek","CA",94598,1075000,3,3,"Walnut Creek",2194,12052,1950,490,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9345604,-122.044302
1250,"MLS Listing","Single Family Residential","HALF MOON BAY","CA",94019,950000,1,1,"HALF MOON BAY",590,2500,2009,1610,"MLSListings","Y",37.470046,-122.4361847
1251,"MLS Listing","Single Family Residential","SAN JOSE","CA",95125,2799998,4,3.5,"SAN JOSE",2768,6132,2021,1012,"MLSListings","Y",37.3023736,-121.8926145
1252,"MLS Listing","Single Family Residential","Benicia","CA",94510,559000,4,2,"Benicia 3",1444,6098,1969,387,"BAREIS","Y",38.0573928,-122.1408296
1253,"MLS Listing","Condo/Co-op","San Francisco","CA",94115,1150000,2,1.5,"Western Addition",1246,1228819.79,2020,923,"San Francisco MLS","Y",37.7814063,-122.4376627
1254,"MLS Listing","Condo/Co-op","Mill Valley","CA",94941,569000,1,1,"Mill Valley",696,1228819.79,1979,818,"BAREIS","Y",37.897803,-122.5190468
1255,"MLS Listing","Single Family Residential","Concord","CA",94518,899900,4,3,"Concord",2389,6840,1975,377,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9443115,-122.0106192
1256,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95110,699950,1,1,"SAN JOSE",791,1228819.79,2008,885,"MLSListings","Y",37.3350834,-121.8954751
1257,"MLS Listing","Townhouse","WALNUT CREEK","CA",94598,595000,2,2.5,"WALNUT CREEK",1227,1044,1973,485,"MLSListings","Y",37.928461,-122.042246
1258,"MLS Listing","Condo/Co-op","Oakland","CA",94608,599000,1,1.5,"Oakland",1125,1228819.79,2005,532,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.831967,-122.2772568
1259,"MLS Listing","Single Family Residential","LOS ALTOS HILLS","CA",94022,8480000,4,5.5,"LOS ALTOS HILLS",5800,43690,1996,1462,"MLSListings","Y",37.3821609,-122.1703033
1260,"MLS Listing","Condo/Co-op","OAKLAND","CA",94607,699995,2,2.5,"OAKLAND",1203,1228819.79,2009,582,"MLSListings","Y",37.812786,-122.298924
1261,"MLS Listing","Condo/Co-op","Walnut Creek","CA",94595,669000,2,2,"Walnut Creek",1383,1228819.79,1985,484,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8501819,-122.058444
1262,"MLS Listing","Single Family Residential","Oakland","CA",94609,985000,4,2,"Oakland",1734,1734,1904,568,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8209795,-122.2718798
1263,"MLS Listing","Vacant Land","Daly City","CA",94014,2450000,3,2.5,"Daly City",2091.53,12251,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.707789,-122.416224
1264,"MLS Listing","Condo/Co-op","SANTA CLARA","CA",95051,759000,2,1,"SANTA CLARA",947,1228819.79,1963,801,"MLSListings","Y",37.3460899,-121.9871768
1265,"MLS Listing","Condo/Co-op","San Francisco","CA",94107,778000,1,1,"Mission Bay",740,1228819.79,2004,1051,"San Francisco MLS","Y",37.7776422,-122.3934181
1266,"MLS Listing","Single Family Residential","Concord","CA",94521,699000,4,2,"Concord",1442,6200,1955,485,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9577294,-121.9990932
1267,"MLS Listing","Condo/Co-op","PALO ALTO","CA",94301,1388000,2,2,"PALO ALTO",1457,1228819.79,1960,953,"MLSListings","Y",37.4470457,-122.1684049
1268,"MLS Listing","Single Family Residential","San Ramon","CA",94582,1350000,5,4,"Gale Ranch",2850,5322,2005,474,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7706563,-121.9156432
1269,"MLS Listing","Condo/Co-op","San Francisco","CA",94109,1198000,2,1,"Russian Hill",935,1228819.79,1930,1281,"San Francisco MLS","Y",37.7982344,-122.417394
1270,"MLS Listing","Multi-Family (2-4 Unit)","San Francisco","CA",94110,1395000,4,2,"Bernal Heights",2773,1750,1908,503,"San Francisco MLS","Y",37.7467377,-122.4071166
1271,"MLS Listing","Vacant Land","Berkeley","CA",94705,215000,3,2.5,"Berkeley",2091.53,6167,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.860708,-122.221559
1272,"MLS Listing","Single Family Residential","San Francisco","CA",94112,1189000,3,2,"San Francisco",1726,3123,1974,689,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7147485,-122.4531595
1273,"MLS Listing","Condo/Co-op","Walnut Creek","CA",94595,339000,2,1,"Rossmoor",1054,1228819.79,1969,322,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8550378,-122.0631992
1274,"MLS Listing","Single Family Residential","Point Richmond","CA",94801,699000,2,2,"Point Richmond",1306,2610,1993,535,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9268053,-122.3891717
1275,"MLS Listing","Condo/Co-op","San Francisco","CA",94133,1285000,2,2,"Russian Hill",1320,1228819.79,1912,973,"San Francisco MLS","Y",37.799056,-122.41706
1276,"MLS Listing","Vacant Land","Castro Valley","CA",94578,199000,3,2.5,"Castro Valley",2091.53,4185,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6961181,-122.1015363
1277,"MLS Listing","Single Family Residential","Novato","CA",94945,1749000,5,5.5,"Novato",4910,22812,2004,356,"BAREIS","Y",38.102145,-122.505993
1278,"MLS Listing","Vacant Land","Oakley","CA",94561,1600000,3,2.5,"Oakley",2091.53,200550,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9982193,-121.7409632
1279,"MLS Listing","Single Family Residential","Brentwood","CA",94513-6961,705000,2,2.5,"Summerset",2195,9364,2002,321,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9184225,-121.7209263
1280,"MLS Listing","Single Family Residential","SOUTH SAN FRANCISCO","CA",94080,1198000,3,2.5,"SOUTH SAN FRANCISCO",1780,2500,1970,673,"MLSListings","Y",37.645404,-122.458958
1281,"MLS Listing","Condo/Co-op","Novato","CA",94949,359000,1,1,"Novato",617,1228819.79,1986,582,"BAREIS","Y",38.057893,-122.532865
1282,"MLS Listing","Condo/Co-op","BELMONT","CA",94002,625000,1,1,"BELMONT",771,181048,1965,811,"MLSListings","Y",37.5257088,-122.2866688
1283,"MLS Listing","Condo/Co-op","SOUTH SAN FRANCISCO","CA",94080,899988,2,2,"SOUTH SAN FRANCISCO",1082,1228819.79,2007,832,"MLSListings","Y",37.6459398,-122.4538893
1284,"MLS Listing","Single Family Residential","Daly City","CA",94014,1398000,6,4,"Original Daly City",1920,3660,1922,728,"San Francisco MLS","Y",37.6997131,-122.4651529
1285,"MLS Listing","Mobile/Manufactured Home","SAN JOSE","CA",95125,389000,2,2,"SAN JOSE",1632,1228819.79,2010,238,"MLSListings","Y",37.2933106,-121.8687804
1286,"MLS Listing","Condo/Co-op","San Francisco","CA",94115,3825000,4,2.5,"Pacific Heights",2624,1228819.79,1919,1458,"San Francisco MLS","Y",37.7911141,-122.4295857
1287,"MLS Listing","Townhouse","CAMPBELL","CA",95008,1298000,3,2.5,"CAMPBELL",1695,1732,1995,766,"MLSListings","Y",37.2886928,-121.9403116
1288,"MLS Listing","Condo/Co-op","SAN MATEO","CA",94401,899999,2,2,"SAN MATEO",1160,1228819.79,1994,776,"MLSListings","Y",37.5678188,-122.3307375
1289,"MLS Listing","Single Family Residential","CAMPBELL","CA",95008,2149000,4,2.5,"CAMPBELL",2894,9166,1987,743,"MLSListings","Y",37.2779743,-121.9356895
1290,"MLS Listing","Single Family Residential","Newark","CA",94560,1229000,5,3,"Mirabeau Park",2070,6480,1960,594,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.5381537,-122.0432808
1291,"MLS Listing","Condo/Co-op","Larkspur","CA",94939,495000,1,1,"Larkspur",706,719,1973,701,"BAREIS","Y",37.9410187,-122.5339112
1292,"MLS Listing","Single Family Residential","Oakland","CA",94611,799000,3,2,"Thornhill",1404,6900,1970,569,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8422873,-122.2101874
1293,"MLS Listing","Single Family Residential","San Anselmo","CA",94960,1549000,4,3,"San Anselmo",2451,18461,1977,632,"BAREIS","Y",37.9963618,-122.5852275
1294,"MLS Listing","Single Family Residential","Oakland","CA",94609,998000,3,2,"Mosswood",1476,3795,1908,676,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8248307,-122.2620876
1295,"MLS Listing","Single Family Residential","El Sobrante","CA",94803,575000,3,2,"El Sobrante",1080,6600,1955,532,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9614689,-122.3160885
1296,"MLS Listing","Single Family Residential","BURLINGAME","CA",94010,1599000,2,1,"BURLINGAME",1190,6000,1924,1344,"MLSListings","Y",37.5862282,-122.3667419
1297,"MLS Listing","Single Family Residential","Richmond","CA",94803,650000,3,2.5,"Hilltop Green",2081,4500,1976,312,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.982007,-122.313564
1298,"MLS Listing","Single Family Residential","SAN JOSE","CA",95121,1895000,4,3,"SAN JOSE",2806,13210,1996,675,"MLSListings","Y",37.2986875,-121.7788675
1299,"MLS Listing","Single Family Residential","Alameda","CA",94501,799000,2,1,"East End",1008,3000,1905,793,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7579356,-122.2360631
1300,"MLS Listing","Single Family Residential","SAN CARLOS","CA",94070,1748000,3,1,"SAN CARLOS",1290,6600,1948,1355,"MLSListings","Y",37.5098778,-122.2695597
1301,"MLS Listing","Condo/Co-op","Emeryville","CA",94608-1940,599000,1,1.5,"Emeryville",768,1228819.79,1984,780,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8412963,-122.2962575
1302,"MLS Listing","Single Family Residential","SANTA CLARA","CA",95050,1475000,3,2.5,"SANTA CLARA",1784,2109,2013,827,"MLSListings","Y",37.3262638,-121.9524881
1303,"MLS Listing","Single Family Residential","ATHERTON","CA",94027,2195000,3,2,"ATHERTON",1731,7820,1953,1268,"MLSListings","Y",37.4542622,-122.2190091
1304,"MLS Listing","Single Family Residential","Piedmont","CA",94610,1380000,3,3,"Piedmont",2095,6057,1950,659,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8125643,-122.2168789
1305,"MLS Listing","Condo/Co-op","REDWOOD CITY","CA",94061,499999,1,1,"REDWOOD CITY",710,1228819.79,1970,704,"MLSListings","Y",37.4698371,-122.2273002
1306,"MLS Listing","Single Family Residential","San Francisco","CA",94118,2595000,3,2,"Inner Richmond",2091.53,2748,1922,772.32,"San Francisco MLS","Y",37.7748372,-122.470806
1307,"MLS Listing","Multi-Family (2-4 Unit)","San Francisco","CA",94114,2395000,5,2,"Eureka Valley/Dolore",2650,1873,1904,904,"San Francisco MLS","Y",37.760985,-122.436541
1308,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,815000,1,1,"Yerba Buena",780,1228819.79,2004,1045,"San Francisco MLS","Y",37.7866055,-122.3990994
1309,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,699000,0,1,"South Beach",536,1228819.79,1997,1304,"San Francisco MLS","Y",37.7880767,-122.3896032
1310,"MLS Listing","Condo/Co-op","San Francisco","CA",94105,1180000,1,1,"South Beach",819,1228819.79,2008,1441,"San Francisco MLS","Y",37.7860625,-122.3921764
1311,"MLS Listing","Condo/Co-op","San Francisco","CA",94103,485000,0,1,"South of Market",303,1228819.79,2012,1601,"San Francisco MLS","Y",37.7790143,-122.4094463
1312,"MLS Listing","Condo/Co-op","San Francisco","CA",94107,779000,1,1,"Mission Bay",798,1228819.79,2004,976,"San Francisco MLS","Y",37.7776422,-122.3934181
1313,"MLS Listing","Townhouse","Moraga","CA",94556,799900,3,2,"Miramonte Gardns",1525,1484,1965,525,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.83932,-122.1444475
1314,"MLS Listing","Vacant Land","Oakland","CA",94605,205000,3,2.5,"Oakland",2091.53,6439,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.777907,-122.174994
1315,"MLS Listing","Single Family Residential","Pleasanton","CA",94566-6261,935000,3,1,"Pleasanton",1221,14442,1915,766,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6662937,-121.8692918
1316,"MLS Listing","Single Family Residential","Hayward","CA",94544,699132,3,1,"Hayward",951,5610,1950,735,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6475083,-122.0651681
1317,"MLS Listing","Condo/Co-op","Fremont","CA",94536,390000,1,1,"Meadowbrook Cmns",714,1228819.79,1984,546,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.5610076,-122.00573
1318,"MLS Listing","Townhouse","SAN JOSE","CA",95116,648888,4,2.5,"SAN JOSE",1474,1004,1977,440,"MLSListings","Y",37.358611,-121.850632
1319,"MLS Listing","Single Family Residential","El Sobrante","CA",94803,1088000,3,2.5,"Pinole/Hercules/El Sobrante",2499,14400,1978,435,"San Francisco MLS","Y",37.948852,-122.2678257
1320,"MLS Listing","Condo/Co-op","San Francisco","CA",94107,310948,0,1,"South Beach",1018,1228819.79,2003,305,"San Francisco MLS","Y",37.7839667,-122.3911119
1321,"MLS Listing","Multi-Family (2-4 Unit)","Oakland","CA",94605,699000,4,4,"Oakland",2496,4675,1948,280,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7629903,-122.1729863
1322,"MLS Listing","Single Family Residential","Danville","CA",94506,1999000,5,4,"Danville/San Ramon",4003,10280,1999,499,"San Francisco MLS","Y",37.8230621,-121.9468222
1323,"MLS Listing","Multi-Family (2-4 Unit)","San Francisco","CA",94114,1799500,6,4,"SFO - San Francisco",2670,3750,1910,674,"CRMLS","Y",37.7586093,-122.4366581
1324,"MLS Listing","Single Family Residential","SAN JOSE","CA",95111,918000,4,2.5,"SAN JOSE",1496,4267,1979,614,"MLSListings","Y",37.3049814,-121.846865
1325,"MLS Listing","Multi-Family (2-4 Unit)","Antioch","CA",94509,598800,4,3,"Antioch",2533,8891,2008,236,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9782499,-121.8428951
1326,"MLS Listing","Townhouse","Oakland","CA",94603,620000,3,2,"Oakland",1645,1228819.79,2002,377,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7382515,-122.1642202
1327,"MLS Listing","Single Family Residential","Sunol","CA",94586,5498000,6,6.5,"Sunol",6752,4195699,2005,814,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.551594,-121.88865
1328,"MLS Listing","Condo/Co-op","San Francisco","CA",94107,399000,0,1,"San Francisco",436,1228819.79,2007,915,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.764113,-122.4029865
1329,"MLS Listing","Mobile/Manufactured Home","MOUNTAIN VIEW","CA",94041,299900,3,2,"MOUNTAIN VIEW",1200,1228819.79,1998,250,"MLSListings","Y",37.3815779,-122.0657658
1330,"MLS Listing","Single Family Residential","SAN JOSE","CA",95126,1367000,3,2,"SAN JOSE",2100,5584,1923,651,"MLSListings","Y",37.3269221,-121.9159099
1331,"MLS Listing","Townhouse","REDWOOD CITY","CA",94063,1525000,3,3.5,"REDWOOD CITY",2199,326830680,2014,693,"MLSListings","Y",37.4956902,-122.22384
1332,"MLS Listing","Condo/Co-op","Oakland","CA",94612,980000,2,2,"Lake Merritt",1075,1228819.79,2001,912,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8042019,-122.2614658
1333,"MLS Listing","Mobile/Manufactured Home","San Rafael","CA",94903,365000,2,2,"San Rafael",1152,1228819.79,1974,317,"BAREIS","Y",38.0136705,-122.5305177
1334,"MLS Listing","Single Family Residential","PORTOLA VALLEY","CA",94028,3695000,5,3.5,"PORTOLA VALLEY",3704,20660,1977,998,"MLSListings","Y",37.3679162,-122.2097441
1335,"MLS Listing","Condo/Co-op","Walnut Creek","CA",94596,329950,1,1,"The Keys",682,1228819.79,1972,484,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9116659,-122.0590971
1336,"MLS Listing","Single Family Residential","El Cerrito","CA",94530,699000,2,1,"Berkeley Country",1217,10504,1939,574,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9129775,-122.296157
1337,"MLS Listing","Single Family Residential","Oakland","CA",94603,469000,4,1,"Stonehurst",1142,4000,1942,411,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7361243,-122.1738733
1338,"MLS Listing","Vacant Land","Union City","CA",94587,579888,3,2.5,"Union City",2091.53,48000,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.597557,-121.998251
1339,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95111,689000,4,2.5,"SAN JOSE",1392,435,1982,495,"MLSListings","Y",37.29061,-121.833519
1340,"MLS Listing","Condo/Co-op","Oakland","CA",94618,499000,1,1,"Parkwood Condos",773,1228819.79,1995,646,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8556886,-122.2202634
1341,"MLS Listing","Vacant Land","Alamo","CA",94507,1050000,3,2.5,"Alamo",2091.53,232567,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8640308,-122.0140297
1342,"MLS Listing","Single Family Residential","SAN JOSE","CA",95111,789000,3,2.5,"SAN JOSE",1463,2319,1985,539,"MLSListings","Y",37.276931,-121.807411
1343,"MLS Listing","Condo/Co-op","Richmond","CA",94801,479000,2,2,"Downtown Point",860,1894,1988,557,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9287879,-122.3890011
1344,"MLS Listing","Townhouse","REDWOOD CITY","CA",94063,1200000,2,2,"REDWOOD CITY",1375,1375,2020,873,"MLSListings","Y",37.5021585,-122.2086579
1345,"MLS Listing","Single Family Residential","SAN JOSE","CA",95128,949000,2,1,"SAN JOSE",968,4045,1932,980,"MLSListings","Y",37.321211,-121.928667
1346,"MLS Listing","Multi-Family (2-4 Unit)","Oakland","CA",94607,799000,4,2,"Downtown",1681,2500,1896,475,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8069135,-122.2806078
1347,"MLS Listing","Condo/Co-op","BELMONT","CA",94002,675000,1,1,"BELMONT",725,181035360,1965,931,"MLSListings","Y",37.5257088,-122.2866688
1348,"MLS Listing","Single Family Residential","SAN FRANCISCO","CA",94112,1488000,3,2.5,"SAN FRANCISCO",1240,2495,1910,1200,"MLSListings","Y",37.7231025,-122.4276701
1349,"MLS Listing","Condo/Co-op","SANTA CLARA","CA",95050,539000,1,1,"SANTA CLARA",716,1228819.79,1987,753,"MLSListings","Y",37.3606298,-121.9639496
1350,"MLS Listing","Vacant Land","Martinez","CA",94553,120000,3,2.5,"Martinez",2091.53,23087,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.976753,-122.122661
1351,"MLS Listing","Single Family Residential","EAST PALO ALTO","CA",94303,785000,3,2,"EAST PALO ALTO",1140,7548,1955,689,"MLSListings","Y",37.453811,-122.1230284
1352,"MLS Listing","Single Family Residential","Oakland","CA",94618,2195000,4,3.5,"Upper Rockridge",3360,5000,2009,653,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8391297,-122.2241289
1353,"MLS Listing","Mobile/Manufactured Home","CAMPBELL","CA",95008,548888,2,2,"CAMPBELL",1539,1228819.79,2013,357,"MLSListings","Y",37.2812732,-121.93896
1354,"MLS Listing","Condo/Co-op","Concord","CA",94520,319000,2,1.5,"Concord/Pleasant Hill",840,1228819.79,1972,380,"San Francisco MLS","Y",37.9579599,-122.041098
1355,"MLS Listing","Condo/Co-op","SAN MATEO","CA",94401,1850000,4,4,"SAN MATEO",2051,1228819.79,2006,902,"MLSListings","Y",37.5616669,-122.3189082
1356,"MLS Listing","Condo/Co-op","San Francisco","CA",94102,620000,1,1,"Van Ness/Civic Center",677,1228819.79,1982,916,"San Francisco MLS","Y",37.7813857,-122.4214063
1357,"MLS Listing","Single Family Residential","Vallejo","CA",94591,480000,2,1,"Vallejo 1",1104,4792,1925,435,"BAREIS","Y",38.0961929,-122.2205606
1358,"MLS Listing","Condo/Co-op","Concord","CA",94520,250000,1,1,"Taxco",644,1228819.79,1970,388,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.968174,-122.039647
1359,"MLS Listing","Single Family Residential","BURLINGAME","CA",94010,2498000,3,2,"BURLINGAME",1820,6700,1915,1373,"MLSListings","Y",37.5754314,-122.3481039
1360,"MLS Listing","Single Family Residential","Oakland","CA",94609,949888,2,2,"Mosswood",1797,2870,1912,529,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8244985,-122.2643918
